Activity,Module_ACC,Module_GYRO,Module_MAG
Stand,9.731751186194598,0.668979608006851,0.9642815498597906
Stand,9.729063856014102,0.9347287500125371,0.9562420744246719
Stand,9.696170878432426,0.8552937903995328,0.9502352907569789
Stand,9.726790365459719,0.6716130419370964,0.9737564774110619
Stand,9.73505336346956,0.6893201317965406,0.9404080696165894
Stand,9.725856069764193,0.7055602689352626,0.9571495269810251
Stand,9.704952059086587,0.5495658138021323,0.9449080836250688
Stand,9.704952059086587,0.6338289621814389,0.9483427001353466
Stand,9.714373330191146,0.6652526840231462,0.9575937097224481
Stand,9.740889767880551,0.7778650126956477,0.9607530091547983
Stand,9.714373330191146,0.6238672330712681,0.952955792521353
Stand,9.730982441917158,0.8999455084614846,0.9488636918967865
Stand,9.71939303884435,0.8933976994597647,0.9599607655524262
Stand,9.707645355939254,0.9391832833904147,0.9488392642065356
Stand,9.714124427102268,0.8818516551552195,0.9658369417764056
Stand,9.714373330191146,0.9961422553531198,0.950487075346109
Stand,9.728528651885854,0.8374587319981803,0.9676145508413978
Stand,9.732661090964998,0.6957919147949335,0.9538436660690263
Stand,9.72612729285999,0.7487399913187488,0.9621267738193341
Stand,9.72562277498161,0.7096433076553319,0.9600629159591574
Stand,9.71913645849306,0.7516735174928009,0.9442147486668485
Stand,9.728800024026036,0.7436790025945333,0.9597147995107713
Stand,9.707917581096575,0.7049137384105945,0.9624386371088808
Stand,9.71850430428901,0.3760493665730605,0.9535252783224993
Stand,9.718692090960594,0.7052708457748696,0.9651985145554256
Stand,9.725382120019757,0.6491020598488346,0.9549471378039728
Stand,9.742468185640895,0.5197369799234994,0.941276851356709
Stand,9.713868155602896,0.7954814071673831,0.9693861048106683
Stand,9.711463338922513,0.9512202882487316,0.954691373219639
Stand,9.705224143781587,0.745625135372997,0.945294545472468
Stand,9.725382120019757,0.5842633065502317,0.9597326738733031
Stand,9.714373330191146,0.7795389786976659,0.9616423387621823
Stand,9.713868155602896,0.7546569009715608,0.9513888246663401
Stand,9.701798170990003,0.8961638098880138,0.9615194462932095
Stand,9.711207221155616,0.8968687048972107,0.951471874728833
Stand,9.728800024026036,0.9160328321626905,0.9518547643942326
Stand,9.705710987727587,0.9292328443398888,0.9671159589728628
Stand,9.702273365952127,0.8041033352150706,0.9541573826680796
Stand,9.690308824366745,0.9869126783560944,0.9502295426369357
Stand,9.722724300318301,1.0111041051246898,0.9600087871472843
Stand,9.72562277498161,1.0704092885434056,0.9592297323373583
Stand,9.73505336346956,0.9473441772661085,0.9586301386874919
Stand,9.714124427102268,0.9674077124790768,0.9600188286695215
Stand,9.69937540372415,0.7775097713366694,0.9510077335647698
Stand,9.725382120019757,1.1501720117008587,0.9458755060260309
Stand,9.72356655994214,1.142478356381424,0.9595710363490553
Stand,9.714660225499397,0.9437723019187414,0.948097646131452
Stand,9.722724300318301,0.7576147868805095,0.9516757937974466
Stand,9.720418865653063,0.7352334911486631,0.9582888943319755
Stand,9.732157613504828,0.7375067946127682,0.9496933082316628
Stand,9.708342668567894,1.0720322274861889,0.9574750979529442
Stand,9.72562277498161,0.9895867897764198,0.9621397091898868
Stand,9.702273365952127,1.060781128650015,0.9517368113612082
Stand,9.714124427102268,1.0781850324039932,0.9462624888475712
Stand,9.722964802942773,0.9122008958036602,0.9534080799951299
Stand,9.708342668567894,1.1283040782076434,0.9555891839069758
Stand,9.723295479994887,1.2097694644022057,0.9434831091757817
Stand,9.711207221155616,1.3830803628495345,0.9582954870497931
Stand,9.72356655994214,1.3120088369081209,0.9709880848393558
Stand,9.711712202552597,1.42640570834528,0.9563773604597717
Stand,9.705951487223498,1.0702404429496206,0.9660099412531944
Stand,9.720652088662366,1.1694074112130468,0.9516935131122833
Stand,9.711998951302457,1.3627604194314566,0.9506034218852781
Stand,9.709065687424513,1.3005684187308255,0.949712589418504
Stand,9.723295479994887,1.1140448752200245,0.9484278160197538
Stand,9.733044355678238,1.0736550087900676,0.9486794249376339
Stand,9.706553581448,1.1815720866019983,0.9622796393980286
Stand,9.709065687424513,1.2529075698151082,0.9697348405620992
Stand,9.706817693399831,1.2296029114311662,0.9471004880687159
Stand,9.709449722929719,1.0783121479886981,0.965683496182885
Stand,9.72356655994214,1.150068018771064,0.9498137356871609
Stand,9.682682867503665,1.1829517608507967,0.9508467168266397
Stand,9.72356655994214,0.9324556316758456,0.9443512301045622
Stand,9.718023296721665,0.9744935867413392,0.9581647666763792
Stand,9.718557864832622,1.2979213098258309,0.953055349914159
Stand,9.72148833679288,1.0762475344454916,0.9584330861359076
Stand,9.707097101935263,0.873984716914432,0.9620187076143581
Stand,9.720923009263318,0.6937396385993813,0.9499674235467235
Stand,9.718023296721665,0.8029428065559838,0.9630343689090229
Stand,9.709065687424513,0.6560305952468984,0.9466022515291204
Stand,9.709065687424513,1.045192347369612,0.9379263267975796
Stand,9.73558754044151,1.131814880137207,0.9608763434490413
Stand,9.73558754044151,1.1377760927093694,0.9629421142000176
Stand,9.720923009263318,1.0351280466666914,0.948293707719291
Stand,9.696533535965314,1.2435621696627939,0.9573235900676427
Stand,9.724443833407852,0.982269800918261,0.9516872848788093
Stand,9.741485313051598,1.699240066373495,0.9638881820003813
Stand,9.73075528345051,1.5263140707272536,0.9688464524887316
Stand,9.724132058111921,1.302108098930346,0.9619632329772276
Stand,9.714058692580565,0.6932847746806503,0.953935080285865
Stand,9.692457719840721,0.7989649505453915,0.9631532580539818
Stand,9.706817693399831,0.8538197299781728,0.9732852616268264
Stand,9.692457719840721,0.8489361366439763,0.9438142964058132
Stand,9.733044355678238,0.849806770801457,0.9704068749241218
Stand,9.703936206678247,0.810251435728441,0.9624289878219586
Stand,9.727521396809982,0.9787746851037782,0.9470805543352688
Stand,9.689851930143206,1.1823388651313127,0.9525563444752232
Stand,9.72148833679288,0.7116361462151849,0.9684069554169878
Stand,9.71696830137878,0.7504257531561667,0.9523129381143575
Stand,9.733323173695611,0.5492298744323728,0.9472688138010245
Stand,9.71634220148714,0.5587524042901292,0.9713532346680068
Stand,9.739551339276364,0.9013703466944095,0.948342737938136
Stand,9.720923009263318,1.0380809411120118,0.9632118475704086
Stand,9.733044355678238,1.097580253330024,0.9661635634301264
Stand,9.730697120062878,0.7658891135144826,0.9581821014817591
Stand,9.718294066813167,0.5458614496087812,0.9621559494177646
Stand,9.73558754044151,0.7985999003881731,0.9658330386252066
Stand,9.712831606136081,0.9965393147789002,0.9565483051576643
Stand,9.708816854309747,0.609296825887022,0.9594396563098693
Stand,9.716636514869741,0.9835951245812475,0.9461243899720586
Stand,9.69217109493657,0.9338788507301148,0.958700388494758
Stand,9.711998951302457,1.056582254625261,0.9562672144332881
Stand,9.720923009263318,1.0932276008224453,0.9682747841909342
Stand,9.711998951302457,0.8798430126448695,0.9512702828323819
Stand,9.708583321279425,1.0821418443531328,0.964080233175642
Stand,9.69970669378415,0.9777895635979144,0.9598687039902906
Stand,9.709065687424513,0.8319236633616092,0.9580401417477244
Stand,9.705951487223498,1.0430515385737178,0.9554653049169289
Stand,9.708583321279425,1.0870610497575561,0.9569013180574056
Stand,9.720652088662366,1.2161542236904002,0.9505123023401644
Stand,9.702642685371858,1.0847529421024864,0.9520338523918148
Stand,9.714373330191146,1.0977310783467917,0.959924729236621
Stand,9.746789371102876,1.044424735249027,0.938414594355821
Stand,9.714124427102268,1.1413873137546255,0.9594396563098693
Stand,9.716227983961883,0.9066252922790099,0.9575487184472652
Stand,9.718692090960594,0.9393846264975811,0.9473208755749026
Stand,9.710988960128057,0.9648093657816553,0.9543686018515068
Stand,9.713868155602896,1.0466623582130008,0.9537376943898149
Stand,9.725382120019757,1.15484215345648,0.9499005794292369
Stand,9.71644631724629,1.2432879918184685,0.9513141084310692
Stand,9.701798170990003,1.3014654356147919,0.968554622982101
Stand,9.728295323051208,0.924819812612165,0.9584766098345854
Stand,9.734580229600505,0.9541239157992006,0.9594538413597603
Stand,9.728528651885854,0.9279660844556766,0.9527480853824898
Stand,9.716227983961883,0.9043351270961446,0.9546120186756503
Stand,9.725179394075155,0.7554886504111098,0.9566962891639121
Stand,9.717572222678049,0.6607399906839302,0.9703930474297514
Stand,9.723295479994887,0.8569433637061437,0.937981696623127
Stand,9.713139104273191,0.8214071349824033,0.9489851876610087
Stand,9.722724300318301,0.9547200070575667,0.9470296651108666
Stand,9.708816854309747,0.7400962548135209,0.9536558962749615
Stand,9.723295479994887,0.6197571438878297,0.9558403311223064
Stand,9.72487190982015,0.40172639221241113,0.9526265690710081
Stand,9.699156857568394,0.5291354558144823,0.9566188166662832
Stand,9.701798170990003,1.001309792022429,0.9590064839196866
Stand,9.710988960128057,0.9665226739192413,0.961087905708942
Stand,9.713326796825124,0.6273850437331129,0.9557698828169885
Stand,9.713868155602896,0.4537972275212906,0.9476325364823646
Stand,9.73241291136792,0.44575079841655924,0.952755734698039
Stand,9.69650746527269,0.18842191629691063,0.9566188166662832
Stand,9.696281822720758,0.27528152081096907,0.9565221509719468
Stand,9.734070744289669,0.4921940999453366,0.9587225449002438
Stand,9.710126481206713,0.2406923175605744,0.9378861324275992
Stand,9.700079232889236,0.8964231376978173,0.9509080638000711
Stand,9.715814415209927,0.48398237374929265,0.9609093725216755
Stand,9.696093974743437,0.8643061786774408,0.9617228134966955
Stand,9.710126481206713,1.0119589662629607,0.9631446020717761
Stand,9.725382120019757,0.7963833974286506,0.9621818147314987
Stand,9.727371916978655,0.6611799637927634,0.9666668158678045
Stand,9.736725397004681,0.9338810179187711,0.9458755060260309
Stand,9.71933988540971,1.047517345966166,0.961298037343258
Stand,9.713139104273191,1.0710585232843255,0.9511387237411796
Stand,9.70203946177756,1.3488810452000577,0.94974400703558
Stand,9.716002151301739,0.9594255010682174,0.9574750979529442
